institution,ukprn,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
The University of Leeds,10007795,1.0,Clinical Medicine,54a4919d-8893-46b6-9c26-76b88d461b19,Shaping the future of robotic surgical systems for rectal cancer,A,3.278,High,13.399352941176488,14.055007843137254,19.287186520377343,19.319458976649223,0.1528,-0.6597,0.1531,0.652,0.7742,19,1,5,###; 1000; ###  4,1004.0,922,15
The University of Leeds,10007795,2.0,"Public Health, Health Services and Primary Care",2c0217e1-4971-4577-861e-f72fb259d387,Shaping the future of robotic surgical systems for rectal cancer,A,2.875,Low,13.460474472807988,14.063885571587127,19.287186520377343,19.340075839653302,0.1528,-0.6597,0.1531,0.652,0.7742,19,1,5,###; 1000; ###  4,1004.0,923,15
University of Glasgow,10007794,18.0,Law,ee53b537-bec4-4eda-b7b6-30ff8b7dacf9,Shaping the global regulation of Autonomous Weapons Systems,C,3.4,High,17.594262487606272,13.226842177257108,18.190416904083982,21.60346539695962,0.1413,-0.4404,0.0,0.5106,0.6964,49,6,8,###; ###  4; approximately USD1 trillion,5.0,1706,21
University of Exeter,10007792,19.0,Politics and International Studies,64f369c0-c009-4104-b868-7e8ea69d449a,Shaping the global response to the transnational repression of political exiles,C,3.4,High,26.898924802110855,12.697178213343385,17.308585401452337,18.95983657368273,0.1327,-0.3777,0.0,0.4309,0.6876,37,6,17,,0.0,1521,14
University College London,10007784,18.0,Law,cd44864b-265f-4de7-a0ff-9d69c7ba9c7e,Shaping the legal framework for Brexit,C,3.9,High,19.792141690340912,12.730786917613637,19.668283045670115,22.75189390291942,0.159,-0.3849,0.0921,0.5106,0.6462,31,22,7,###; ###  4,4.0,2077,23
King's College London,10003645,4.0,"Psychology, Psychiatry and Neuroscience",0203e46d-afa7-4e0d-8b98-e932d5b3a03e,Shaping the Mental Health Act by increasing service user autonomy,A,3.923,High,33.19937500000003,12.238195035460992,16.92669308720184,19.039601551480963,0.2356,-0.2263,0.25,0.5769,0.7532,29,7,3,###; ###  4,4.0,1418,13
University of Southampton,10007158,19.0,Politics and International Studies,a7df1c05-1fab-405e-b0f3-780bc9606685,Shaping the national agenda on place and policy,C,3.167,High,34.0290421131792,11.970502274863696,16.860833078287435,17.848351042716253,0.2319,0.0,0.2023,0.4496,0.6486,37,31,11,###; ###  4; £3.6 billion,3600000004.0,2426,20
"University of Northampton, The",10007138,14.0,Geography and Environmental Studies,7c9c5486-3662-425b-947d-dfaf4281bf28,"Shaping the Nene Valley Nature Improvement Area (NIA): conserving ecosystems, engaging communities, and transforming infrastructure planning",C,2.25,Low,18.33570405650599,13.523399326075687,18.444694687278712,21.12349537037037,0.3508,0.0,0.4588,0.6187,0.6944,26,1,12,###; ###  4,4.0,1296,12
The University of Birmingham,10006840,23.0,Education,7920dcb4-feb8-4704-9c44-515171c2d94c,Shaping the policy and practice of character education,C,4.0,High,14.076170798438511,13.717145717526941,20.245182074510957,22.70335368078824,0.2844,0.0,0.2415,0.4763,0.8266,28,7,14,###; ###  4; 5; 9.5; 63.3; 1.65,83.45,1402,21
The University of Hull,10007149,17.0,Business and Management Studies,635f6788-be09-45fc-b50a-4c26883e010c,Shaping the Policy and Practice of Employee Volunteering and Social Action,C,3.0,Low,19.244461207925553,13.573553043685843,16.940566990241667,18.54586658973316,0.261,0.0,0.2616,0.4588,0.6486,33,12,7,2\; 4\,6.0,1489,28
Sheffield Hallam University,10005790,17.0,Business and Management Studies,070e5d1c-1e20-43f0-99b5-47a748471b34,Shaping the Praxis of Co-operative Social Entrepreneurship through the FairShares Model,C,2.8329999999999997,Low,30.54221480406389,13.655164684190723,15.544406489602633,17.631252658332905,0.2148,0.0,0.0,0.4588,0.7059,40,14,14,###; ###  4; ####  Impact 1 – International Adoption of the FSM; 7/10/2020 \; ####  Impact 2; 336k; VSBI \; 12.9; ####  Impact 3,365.9,1483,31
The University of Sheffield,10007157,33.0,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",24637d0f-efd3-4c30-8f16-265da1b55096,Shaping the public experience of Lerner and Loewe’s work through rediscovered sources and newly edited materials,D,3.25,High,34.73803586285413,11.844455545824758,16.89299928089544,17.20552599600729,0.1986,-0.2107,0.0129,0.4936,0.7051,18,14,8,,0.0,1124,12
The University of Kent,10007150,18.0,Law,b8701e4b-7347-4360-9698-ecadc325efec,Shaping the Regulation and Law Reform Agenda of Surrogacy in the UK,C,3.875,High,35.00153554451171,12.031335574762316,16.647925096878797,18.36012559038214,0.1815,0.0,0.0,0.4019,0.6562,40,25,13,,0.0,2329,25
Queen's University of Belfast,10005343,17.0,Business and Management Studies,bcc960cd-ac4f-463f-8c8d-266a2d0163fb,Shaping the Regulation of Charity Accounting and Reporting,C,2.8339999999999996,Low,22.857236238532124,13.502660827144313,19.749447243664918,22.23762505405795,0.3825,0.0,0.4215,0.6908,0.8812,30,8,7,###; ###  4,4.0,991,27
The University of Essex,10007791,17.0,Business and Management Studies,63e54836-c377-474f-967f-7ffccd0bba15,Shaping the strategic priority and policy of youth-led enterprises and social economy for the United Nations and South Africa,C,3.056,Low,3.046988527724693,13.96963158831674,22.076135915942103,25.011809772838696,0.2733,0.0,0.3182,0.5215,0.7619,19,4,9,###; ###  4,4.0,1055,14
University of Sussex,10007806,17.0,Business and Management Studies,cc1bab11-4e89-4ff2-8434-265a87cf0b68,"Shaping the UK’s Industrial Strategy, the Scottish National Investment Bank and the European Commission’s Horizon Europe programme",C,3.375,High,17.026692955676197,13.27959262777024,19.70262927109974,22.153057023337738,0.355,0.0,0.3818,0.5966,0.8603,38,12,7,£1 billion; ####  4.1; more than £1 billion; 2billion; ####  4.2; 2billion; ####  ; 2016\-17 \; 100billion; €95.5billion \,201500002024.3,1514,21
University of Sussex,10007806,18.0,Law,1369b3e7-2054-42fa-b7e7-7f46d1a57125,Shaping UK and EU trade policy and legislation,C,3.0,Low,19.781253456619453,13.15195108883512,18.962600775829134,20.672281666895884,0.2095,-0.2638,0.0766,0.5719,0.666,42,9,3,,0.0,1322,25
The University of Hull,10007149,19.0,Politics and International Studies,26f19bbd-ff5e-44dc-960e-85b831cb2d40,Shaping UK and International Fisheries Law and Policy,C,2.5,Low,16.97973859695921,13.666862763403575,20.67642357889968,23.25113978551429,0.1898,-0.1027,0.0772,0.4117,0.5962,37,8,4,$130 billion; €7.5 billion; almost £1 billion; 25&,138500000025.0,1646,25
Cardiff University / Prifysgol Caerdydd,10007814,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",ab5bae91-11e0-4674-a055-b6b7fa047c48,Shaping UK and international strategies to reduce violent crime through policy and legislation,A,3.055,Low,21.15675815117845,13.310794590304067,19.340250986768012,22.221386422344203,-0.2078,-0.9065,0.0,0.1027,0.5775,34,2,14,35; 35; £657M,727.0,1304,18
University of Exeter,10007792,16.0,Economics and Econometrics,fe3fafda-61b9-49db-a585-c6723da23b8a,Shaping UK environment and agriculture policy and embedding environmental valuation within H.M. Treasury guidance,C,3.25,High,29.071631089047486,12.777048656531182,16.603961321600444,17.30598606111664,0.2687,0.0,0.2957,0.5306,0.6369,19,5,1,worth many billions of pounds; GBP 8.2 billion,8200000000.0,1187,24
Loughborough University,10004113,19.0,Politics and International Studies,78f51b01-06d7-4a05-bbc9-631ce477e532,Shaping UK Lobbying Policy and Helping Organisations Lobby More Effectively in a Context of Democratic Change,C,3.167,High,23.171968926553717,12.665715946327683,18.026119701940384,20.82858528138528,0.2516,0.0,0.0129,0.506,0.7579,17,18,3,£1.4 billion; £6 billion,7400000000.0,1925,30
The University of Manchester,10007798,4.0,"Psychology, Psychiatry and Neuroscience",ce6ea012-84c7-48ff-be93-51da3c3cff5f,Shaping UK policy and guidelines for suicide prevention,A,3.8570000000000007,High,31.282599650349653,13.254093473193475,16.41549244079856,17.15215851987209,-0.0197,-0.7567,0.0,0.4215,0.6608,20,5,5,#; #; ###  \[i\; ###  ; £25 million; ###  \[iii\]; ###,25000000.0,995,29
The University of Sheffield,10007157,25.0,Area Studies,fa341d3c-208d-428d-a9f7-953181c05ecd,Shaping UK programming of East Asian visual culture to challenge public perceptions,D,3.25,High,26.00741412085327,12.546033167350783,17.921192213255516,19.896741753821395,0.3551,0.0,0.3818,0.6808,0.8843,19,6,11,,0.0,1356,14
University of Sussex,10007806,16.0,Economics and Econometrics,f8b7151b-5715-4461-8fa8-3c080d1dd701,Shaping UK trade policy after Brexit,C,3.5,High,26.37289669579934,12.728641957662864,17.68322907760362,18.90449629380054,0.1257,-0.2755,0.0,0.3792,0.626,21,6,6,around £148 billion,148000000000.0,1456,26
University College London,10007784,14.0,Geography and Environmental Studies,ba1e5fa3-1169-4ae1-8aa7-e1e0e16d4f2b,Shaping UN and national guidance on policies and practices to protect oceans and coastal ecosystems through marine protected areas (MPAs),C,3.4,High,26.106133881403224,13.447229435507806,18.306979414773714,19.912423884126518,0.4108,0.0,0.4019,0.7137,0.8533,33,9,7,###; ###  4; 10 per cent,14.0,1990,12
King's College London,10003645,19.0,Politics and International Studies,d757c231-1032-4c34-a9b4-d5b0c34824c0,Shaping Understanding of China and North Korea for Policy Development,C,3.5,High,27.438424407419177,12.423948291835554,17.855537516775193,18.3983473087292,0.3182,-0.0205,0.3612,0.6528,0.8229,47,7,20,###; ###  4,4.0,1735,20
The University of Surrey,10007160,12.0,Engineering,f6d14e1f-9e03-436c-9e22-92aadcccc990,Shaping urban air pollution guidance and mitigation measures,B,3.15,High,25.84441957288405,13.221093469174503,17.693802365651003,20.541353630278067,0.2866,-0.1646,0.3816,0.5925,0.7844,19,10,6,###; ###  4; ###  1; ###  2; ####  2.1; ####; ###  3,12.1,971,23
The University of Leeds,10007795,18.0,Law,a3aaa390-e37c-4b9c-a7dd-df816939d504,Shaping VAT law reforms globally,C,4.0,High,18.18134724292105,13.568054411878347,17.96625199944199,22.6178111050626,0.2108,0.0,0.0129,0.5064,0.6838,34,6,5,4\,4.0,1670,14
"University of Nottingham, The",10007154,19.0,Politics and International Studies,d978d063-53a7-4b88-89c4-ae29e7a4bd6b,Shaping ways to combat corruption,C,3.25,High,7.781327292110888,13.20993368869936,20.492555301293,24.671743697478995,0.3452,0.0,0.4019,0.6242,0.8333,34,4,13,,0.0,1428,18
University of Newcastle upon Tyne,10007799,28.0,History,36a8c6cf-608e-4849-9707-16ac7533e12e,Shaping Western Responses to Sudan's Civilian Uprising (2018-2019),D,2.625,Low,32.62337246621624,12.171482432432432,16.790508934019215,18.461163585209,-0.0682,-0.5652,0.0,0.0,0.5039,11,8,9,###; ###  4,4.0,933,11
University of Cambridge,10007788,5.0,Biological Sciences,a2b08c33-84de-4275-896e-12578972a00b,Shaping WHO meningitis vaccine guidelines,A,3.636,High,32.39048348510573,12.565801805834234,16.462420242318135,17.526959064327485,0.0468,-0.3756,0.0,0.2441,0.5673,23,8,9,###; ###  4,4.0,1026,11
University of Exeter,10007792,10.0,Mathematical Sciences,ca141443-e651-4ab7-8d25-7d8730e21ef0,Shaping WHO vaccine policy recommendations with mathematical modelling,B,3.875,High,23.952600732600757,12.636945421245422,18.528810451823436,20.111644974692695,0.0301,-0.5705,0.0,0.3604,0.6928,14,5,2,,0.0,922,20
University of Dundee,10007852,17.0,Business and Management Studies,1242f7c6-1544-47f2-9cd0-b7da1c742b08,Shaping women’s enterprise policy in Scotland: Delivering an effective and sustainable model for women’s enterprise support,C,2.667,Low,19.92172727272731,12.49288954407295,17.994790498594405,21.21119735755574,0.3919,0.0,0.4588,0.6486,0.7845,23,3,4,###; ###  4,4.0,1038,22
University of Worcester,10007139,33.0,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",14690581-9980-4fe9-becd-f74031bf6c39,Shaping Worcestershire Pride through performance research,D,1.0,Low,35.82215960472581,12.150497607934655,16.450337484745926,17.783473837209307,0.4114,0.0,0.4763,0.6457,0.794,17,5,2,###; ###  4,4.0,860,12
University of Suffolk,10014001,20.0,Social Work and Social Policy,71fd40e8-833a-4d33-a26a-f41541b0d83d,Sharing intimate images online – effectively responding to online sexual abuse and improving support for child victims,C,3.0,Low,28.886417517591696,12.853815485953126,17.150826251541595,19.456987186935528,0.0992,-0.5719,0.0,0.5306,0.7651,28,7,13,650K\,650.0,2309,30
University of Cambridge,10007788,32.0,"Art and Design: History, Practice and Theory",882bca6c-046c-4ff5-8346-fd6180b69bac,Sharing knowledge about ancient Egyptian coffins,D,3.5,High,23.177390322580663,12.137448150537635,18.500528131439186,20.042072434607647,0.3368,0.0,0.3306,0.6597,0.822,19,7,6,,0.0,1491,22
The Open University,10007773,7.0,Earth Systems and Environmental Sciences,3b0031fe-1a11-4242-a16c-671bfacd9a99,Sharing ocean science with millions of people through the Blue Planet II TV series to stimulate public and political engagement with our oceans' health and influencing policy in the UK and Europe,B,3.3329999999999997,High,21.080299659737506,13.979523944185516,15.996318472518144,19.254082860006683,0.1231,-0.0712,0.0,0.3182,0.5463,13,6,7,###; ###  4; 5 to 10 pence,9.0,876,22
University of Aberdeen,10007783,15.0,Archaeology,adf86d7a-a55d-426a-9cf0-92f8d6f9dca4,Shedding New Light on our Pictish Past,C,3.25,High,26.655172585063895,12.324562755923626,17.96106690335514,20.688131313131315,0.4026,0.0,0.4588,0.7505,0.8852,32,15,20,###; ###  4,4.0,1782,16
The University of Sheffield,10007157,15.0,Archaeology,1428895f-5a50-4434-8616-18fb51faae77,"Sheffield Castle: history, identity, regeneration",C,2.75,Low,26.96758495486975,12.448011427037255,17.059237850737176,19.32140418038435,0.28,0.0,0.2732,0.5256,0.6249,26,5,4,"£18 million; 786,000; over £10 million",28786000.0,1059,13
University of Oxford,10007774,25.0,Area Studies,bd6d18bf-b2ed-4e57-8f76-4a1f191874e7,"Shifting Perceptions of Islam and the Occult through Art and Material Culture: Social, Cultural and Economic Impact",D,3.2140000000000004,High,24.655291193181853,12.96258689555126,17.15880699756413,17.499781958438284,0.2733,0.0,0.2732,0.5265,0.7507,26,5,8,###; ###  4,4.0,1588,16
Sheffield Hallam University,10005790,23.0,Education,f9d0822b-8ff9-4fba-a5c9-0bbe8dc3f377,Shifting the Discourse around LGBT+ Lives through Sociological Research,C,3.25,High,28.8071009566969,12.565705840886203,16.877327658502022,18.782423904974017,0.2203,0.0,0.0772,0.5498,0.7755,26,7,7,###; ###  4; ####; ####  ; ####  ; £2 million,2000004.0,1347,26
King's College London,10003645,19.0,Politics and International Studies,3295509f-9d5d-4b5f-8e80-96cde149d51d,Shifting UK Stabilisation Policy Through the Elite Bargains Framework,C,3.5,High,19.35004509986402,13.402693409215644,19.170880015496216,22.407179996688193,0.052,-0.3433,0.0,0.238,0.6351,38,11,16,###; ###  4; #  ii; £1.26 billion,1260000004.0,2079,19
Swansea University / Prifysgol Abertawe,10007855,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",bb8b7e5e-6609-4c7f-b49f-8dce3df8de28,Shining a light on azole selectivity: use of a novel CYP protein expression and purification technology in antifungal development,A,3.5,High,18.33361313868616,13.417634591828174,18.46534648363792,21.84187551559149,0.0547,-0.3873,0.0,0.0516,0.5538,12,7,3,,0.0,836,19
University of St Andrews,10007803,9.0,Physics,7fff30ca-f87f-4ec6-b586-edbc8adfb846,Shining a light on subsea safety with side emitting optical fibre lighting systems,B,3.5,High,22.04942501949469,12.72947693445312,18.278961564048565,20.553529663053347,0.2742,0.0,0.1026,0.6926,0.9042,25,6,10,,0.0,1842,28
Loughborough University,10004113,24.0,"Sport and Exercise Sciences, Leisure and Tourism",e19117a0-4c92-499c-a5e2-52f04e2115ec,Shortening cricket pitches to revitalize junior cricket throughout England and Wales,C,3.7859999999999996,High,30.52318840579713,12.784451690821257,16.948576674445945,23.725530959255693,0.3781,0.0,0.369,0.7535,0.8659,15,4,5,,0.0,1039,23
The University of Manchester,10007798,27.0,English Language and Literature,ba89ec30-e94c-42a6-beed-2995d2e2295f,Show Me the Money: Improving Public and Professional Understanding of Economics and Finance,D,3.75,High,24.381126760563404,12.404471635367761,18.197919677694507,20.13911065290319,0.2045,-0.1153,0.0258,0.4981,0.6877,32,10,5,,0.0,2179,17
University of Southampton,10007158,27.0,English Language and Literature,8f7907bc-9a8e-4294-aa5c-4c4132e9fbbf,Show Me the Money: Improving Public and Professional Understanding of Finance,D,3.8329999999999997,High,30.69043274602322,11.899210360182945,17.233620291721177,18.694766673294886,0.1305,-0.1898,0.0,0.3505,0.6237,46,9,6,###; ###  4; 2017\) \; 2020\,4041.0,2675,22
University of Edinburgh,10007790,27.0,English Language and Literature,1d6f4da5-4ad5-4bf3-809b-501b34afd7fd,Showing us the money: Improving financial literacy to help minimise the impact of future economic crises,D,3.75,High,29.12834585088845,12.277312358795873,17.40557528642044,19.774742465392855,0.2488,0.0,0.3506,0.4852,0.6568,30,16,10,,0.0,1577,10
"University of Nottingham, The",10007154,27.0,English Language and Literature,439091b2-d083-4ba2-9eea-dcbbc432c85c,"Shropshire and Staffordshire place-names: unlocking the cultural and linguistic heritage of local landscapes for heritage practitioners, schools and communities",D,3.75,High,17.1371277083434,13.400478564879602,19.68331279685414,23.965780012119303,0.3635,0.0,0.4404,0.6808,0.8105,30,8,16,###; ###  4; ####  i\; 535 attendees\; ####  ii\; ####  ,539.0,2621,17
King's College London,10003645,2.0,"Public Health, Health Services and Primary Care",da4c7089-04dc-40b8-9da7-d8382a8349e2,Sickle Cell Disease: Globalising and extending population screening and black and ethnic minority health,A,3.75,High,27.8432078219264,14.105034664725054,16.579528189402033,18.772275319121363,0.1623,-0.0258,0.0,0.3612,0.6908,21,1,9,###,0.0,1342,14
